Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
27.0,White / Caucasian,4/14/76,NY,Male
26.0,White / Caucasian,1/6/06,TX,Male
67.0,White / Caucasian,3/11/09,AZ,Female
26.0,White / Caucasian,12/12/98,ME,Male
41.0,White / Caucasian,8/21/16,TX,Female
20.0,White / Caucasian;Hispanic / Latino,5/1/16,NJ,Male
36.0,White / Caucasian,7/19/01,CA,Female
23.0,Asian,12/18/96,CA,Male
16.0,White / Caucasian,9/3/15,FL,Male
16.0,White / Caucasian,7/11/17,FL,Female
20.0,White / Caucasian,7/1/99,PA,Male
48.0,White / Caucasian,2/1/98,PA,Male
42.0,White / Caucasian,6/17/11,CO,Female
22.0,White / Caucasian,1/1/59,CA,Male
33.0,Black / African American,10/11/12,NY,Male
36.0,White / Caucasian,7/4/82,NJ,Female
28.0,White / Caucasian,8/30/78,WA,Female
60.0,Black / African American,7/1/12,MI,Male
56.0,White / Caucasian,3/8/13,MD,Male
33.0,White / Caucasian,12/16/08,IN,Male
83.0,White / Caucasian,8/28/11,VT,Female
39.0,White / Caucasian,10/11/11,FL,Male
26.0,Black / African American,4/8/93,AR,Female
33.0,White / Caucasian,12/19/78,AR,Female
43.0,White / Caucasian,11/24/02,WA,Male
20.0,White / Caucasian,6/2/11,IN,Female
54.0,White / Caucasian,6/1/05,CA,Male
32.0,White / Caucasian,8/17/06,FL,Female
56.0,Black / African American,11/20/09,MI,Female
46.0,Black / African American,6/19/06,AL,Female
44.0,White / Caucasian,1/9/15,MO,Male
42.0,Other,4/19/16,MO,Male
34.0,Black / African American,11/9/94,TX,Male
61.0,White / Caucasian,6/11/16,UT,Male
50.0,Hispanic / Latino,3/12/12,CA,Male
6.0,White / Caucasian,11/6/14,WA,Female
70.0,White / Caucasian,4/17/94,OH,Male
47.0,White / Caucasian,6/1/03,CO,Female
29.0,White / Caucasian,8/27/84,FL,Female
44.0,Black / African American,8/1/92,FL,Male
54.0,White / Caucasian,10/27/16,OH,Male
45.0,White / Caucasian,7/19/90,FL,Male
71.0,White / Caucasian,7/11/17,LA,Male
29.0,White / Caucasian,9/15/75,AK,Male
25.0,White / Caucasian;Hispanic / Latino,11/19/17,WA,Male
25.0,White / Caucasian,6/16/16,OH,Male
37.0,White / Caucasian,10/2/16,NY,Male
37.0,Asian,1/3/14,NJ,Male
63.0,White / Caucasian,5/1/15,OH,Male
26.0,Asian,1/1/84,WI,Male
22.0,White / Caucasian,12/5/14,OH,Female
38.0,White / Caucasian,12/17/11,FL,Female
38.0,White / Caucasian,3/16/14,OK,Male
46.0,White / Caucasian,9/10/98,CA,Male
27.0,Black / African American,4/28/92,FL,Female
7.0,Black / African American,11/21/58,MI,Female
19.0,White / Caucasian,8/25/13,SC,Male
50.0,Black / African American,6/7/11,MI,Male
16.0,Black / African American,10/16/98,TX,Male
55.0,White / Caucasian,9/12/97,LA,Male
31.0,White / Caucasian,7/14/92,TX,Male
59.0,Black / African American,6/16/11,NC,Male
38.0,White / Caucasian,10/25/17,AR,Male
22.0,White / Caucasian,7/24/86,WV,Male
31.0,White / Caucasian,8/5/15,KY,Male
58.0,White / Caucasian,9/29/17,TX,Male
23.0,White / Caucasian,6/20/16,WA,Female
29.0,White / Caucasian,5/12/16,OH,Male
54.0,White / Caucasian,2/5/11,CA,Male
36.0,White / Caucasian;Hispanic / Latino,7/10/15,WA,Male
24.0,White / Caucasian,9/15/92,CA,Female
43.0,White / Caucasian,10/14/14,ID,Male
24.0,Black / African American,10/16/11,AL,Male
55.0,White / Caucasian,11/18/13,MS,Male
69.0,White / Caucasian,1/1/83,CA,Female
23.0,White / Caucasian,5/7/87,NC,Male
19.0,White / Caucasian,8/1/06,CA,Female
49.0,White / Caucasian,4/11/11,VA,Male
34.0,White / Caucasian,5/11/99,MO,Male
27.0,White / Caucasian,9/6/93,CA,Female
25.0,Hispanic / Latino,4/22/12,AZ,Male
51.0,White / Caucasian,3/27/09,NC,Male
33.0,White / Caucasian,6/12/99,OH,Female
43.0,White / Caucasian,10/9/02,OH,Male
38.0,White / Caucasian,6/10/02,KY,Male
75.0,White / Caucasian,6/19/82,ME,Male
39.0,White / Caucasian,5/10/86,OK,Female
55.0,White / Caucasian,8/22/05,AK,Male
66.0,White / Caucasian,10/15/04,AK,Male
49.0,White / Caucasian,12/31/13,WA,Male
60.0,White / Caucasian,2/14/12,OR,Male
3.0,White / Caucasian,5/19/09,TX,Male
51.0,White / Caucasian,1/2/13,KY,Female
23.0,White / Caucasian,12/11/74,AK,Male
20.0,White / Caucasian,12/11/74,AK,Male
52.0,White / Caucasian,3/11/13,TN,Female
41.0,Native American / Alaskan Native,1/16/15,IA,Female
2.0,Hispanic / Latino,4/4/11,CA,Male
41.0,White / Caucasian,7/20/12,IN,Female
43.0,White / Caucasian,5/27/14,NY,Male
57.0,White / Caucasian,6/19/14,NE,Male
31.0,White / Caucasian,2/14/79,FL,Male
25.0,White / Caucasian,5/15/13,AZ,Male
32.0,White / Caucasian,6/1/04,NC,Male
54.0,White / Caucasian,11/4/11,MO,Male
61.0,Other,10/23/12,AK,Male
38.0,White / Caucasian,7/4/12,FL,Female
27.0,White / Caucasian,8/7/12,AZ,Male
29.0,Black / African American,9/5/12,NC,Male
48.0,White / Caucasian,2/24/12,OK,Female
38.0,White / Caucasian,4/24/18,CO,Male
25.0,White / Caucasian,4/15/18,ID,Female
39.0,White / Caucasian,5/5/17,IL,Female
30.0,White / Caucasian,6/16/16,OH,Female
34.0,White / Caucasian,12/25/11,KY,Male
51.0,White / Caucasian,4/23/96,OR,Male
46.0,Hispanic / Latino,6/10/07,AZ,Male
22.0,White / Caucasian,12/18/69,FL,Female
26.0,White / Caucasian,3/1/10,NC,Female
30.0,White / Caucasian,11/1/01,FL,Male
56.0,White / Caucasian,6/19/04,NV,Male
38.0,White / Caucasian,2/7/99,CO,Male
19.0,Black / African American,9/8/03,PA,Female
28.0,Native American / Alaskan Native,9/1/99,AK,Male
48.0,Uncertain,7/27/98,CA,Male
52.0,White / Caucasian,7/13/10,CA,Male
32.0,White / Caucasian,8/4/79,FL,Male
22.0,White / Caucasian,7/4/62,TX,Female
36.0,Black / African American,11/18/06,MI,Male
21.0,White / Caucasian,11/27/15,GA,Male
18.0,White / Caucasian,10/18/15,MI,Male
41.0,White / Caucasian,6/15/02,NY,Male
81.0,Black / African American,5/3/83,TX,Female
16.0,White / Caucasian;Hispanic / Latino,12/10/89,TX,Male
20.0,White / Caucasian,3/16/87,FL,Female
32.0,White / Caucasian,3/18/12,IL,Female
41.0,White / Caucasian,5/1/04,NV,Female
34.0,White / Caucasian,7/13/92,NY,Female
40.0,White / Caucasian,10/24/95,WI,Male
20.0,Hispanic / Latino,8/1/05,CA,Male
17.0,White / Caucasian,3/2/85,MO,Female
24.0,White / Caucasian,5/15/84,FL,Female
32.0,White / Caucasian,5/4/11,WV,Male
16.0,White / Caucasian,10/15/73,OR,Female
65.0,White / Caucasian,8/31/09,AZ,Male
29.0,White / Caucasian,4/24/93,SC,Female
48.0,White / Caucasian,10/14/12,NC,Male
48.0,Black / African American,3/16/16,FL,Female
28.0,White / Caucasian,8/31/79,OK,Male
58.0,White / Caucasian,8/1/17,FL,Male
26.0,White / Caucasian,12/1/17,OH,Male
21.0,White / Caucasian,8/28/73,NJ,Male
23.0,White / Caucasian,5/7/88,MI,Female
43.0,White / Caucasian;Hispanic / Latino,11/20/07,TX,Male
13.0,White / Caucasian,8/26/71,WA,Male
34.0,Black / African American,5/17/10,FL,Female
27.0,White / Caucasian,4/8/10,MO,Female
43.0,White / Caucasian,6/28/09,MO,Male
19.0,White / Caucasian,7/1/71,CA,Female
43.0,Native American / Alaskan Native,12/26/09,KS,Male
1.0,Hispanic / Latino,9/30/06,AZ,Male
28.0,White / Caucasian,9/6/81,CA,Female
21.0,Hispanic / Latino,7/10/12,AZ,Female
46.0,White / Caucasian,11/3/05,TX,Female
44.0,Hispanic / Latino,10/1/05,AZ,Male
15.0,Hispanic / Latino,3/10/17,CA,Male
15.0,White / Caucasian,5/28/16,NY,Male
45.0,White / Caucasian;Hispanic / Latino,5/10/17,TX,Male
23.0,Black / African American,10/24/17,OK,Female
24.0,Black / African American,5/25/93,MD,Male
24.0,Black / African American,6/1/80,NC,Male
39.0,Black / African American,7/10/15,FL,Male
38.0,Other,11/15/17,WI,Male
66.0,White / Caucasian,1/23/13,CA,Female
44.0,White / Caucasian,8/1/10,CA,Male
47.0,White / Caucasian,11/18/00,KY,Male
22.0,Hispanic / Latino,5/2/06,AZ,Female
42.0,White / Caucasian,1/1/80,WI,Male
66.0,White / Caucasian,5/2/91,FL,Male
42.0,Hispanic / Latino,8/2/09,AZ,Male
31.0,Black / African American,1/24/13,FL,Male
19.0,White / Caucasian,11/20/92,FL,Female
41.0,White / Caucasian,12/3/14,MD,Female
16.0,Hispanic / Latino;Uncertain,1/1/95,UT,Female
54.0,White / Caucasian,8/23/02,TN,Male
21.0,White / Caucasian,6/4/74,CO,Female
25.0,White / Caucasian,6/16/88,CO,Male
25.0,White / Caucasian,1/30/03,TN,Female
19.0,Black / African American,8/17/00,AZ,Female
34.0,White / Caucasian,4/16/13,DE,Female
64.0,White / Caucasian,9/5/13,CA,Male
30.0,Hispanic / Latino,6/23/13,AZ,Male
63.0,White / Caucasian,7/15/86,NV,Male
24.0,Black / African American,10/28/12,TX,Male
17.0,White / Caucasian,1/25/86,WA,Male
57.0,White / Caucasian,7/27/15,OH,Male
30.0,White / Caucasian,9/20/91,GA,Male
30.0,White / Caucasian,8/18/10,FL,Male
22.0,White / Caucasian,4/10/14,OH,Female
24.0,White / Caucasian,6/29/09,AK,Male
32.0,White / Caucasian,1/1/16,WA,Female
15.0,Black / African American,2/18/18,CA,Female
32.0,White / Caucasian,5/23/88,OK,Male
42.0,White / Caucasian,3/31/16,WA,Male
24.0,Native American / Alaskan Native,4/19/12,AZ,Male
54.0,White / Caucasian;Hispanic / Latino,8/13/10,TX,Female
43.0,Hispanic / Latino,9/7/09,AZ,Male
36.0,White / Caucasian,7/1/95,WI,Female
33.0,White / Caucasian,6/16/93,WA,Male
48.0,White / Caucasian,3/5/12,OR,Male
34.0,White / Caucasian,4/28/01,TX,Male
68.0,White / Caucasian,1/5/16,CA,Female
16.0,Hispanic / Latino,10/11/15,MI,Male
17.0,Hispanic / Latino,3/27/16,FL,Male
28.0,White / Caucasian,1/7/18,TN,Male
32.0,White / Caucasian;Hispanic / Latino,10/10/17,NV,Male
27.0,White / Caucasian,12/17/93,CA,Male
33.0,White / Caucasian,3/11/01,TX,Male
6.0,Black / African American,1/31/05,WA,Female
58.0,White / Caucasian,10/7/11,CA,Male
27.0,Hispanic / Latino,3/14/04,CA,Male
60.0,Black / African American,10/5/16,TN,Female
19.0,White / Caucasian;Hispanic / Latino,12/22/13,FL,Female
10.0,Black / African American,7/17/16,AZ,Male
30.0,Hispanic / Latino,10/10/09,TX,Male
51.0,White / Caucasian,12/20/00,AZ,Male
56.0,White / Caucasian,11/29/17,MT,Male
40.0,White / Caucasian;Hispanic / Latino,3/26/18,MD,Male
17.0,White / Caucasian,3/28/66,FL,Male
36.0,White / Caucasian,9/15/00,UT,Male
56.0,White / Caucasian,11/30/08,MO,Male
24.0,White / Caucasian,9/6/03,WA,Male
27.0,White / Caucasian,7/1/11,PA,Male
18.0,White / Caucasian;Hispanic / Latino,8/10/79,NM,Female
49.0,Hispanic / Latino,12/17/11,AZ,Male
17.0,Hispanic / Latino,12/26/16,CA,Female
28.0,Hispanic / Latino,6/20/11,CA,Male
15.0,White / Caucasian,5/26/77,OR,Female
43.0,White / Caucasian,7/9/09,WA,Male
72.0,White / Caucasian,7/30/11,IA,Female
51.0,Hispanic / Latino,8/25/10,OR,Male
38.0,White / Caucasian,8/4/00,FL,Male
29.0,White / Caucasian,7/30/16,CO,Female
32.0,White / Caucasian,11/28/99,WA,Male
28.0,White / Caucasian,9/26/00,AK,Male
33.0,White / Caucasian,10/1/08,OH,Male
44.0,White / Caucasian,10/16/07,IA,Male
34.0,White / Caucasian,11/16/16,FL,Male
14.0,Black / African American,9/4/17,FL,Male
58.0,White / Caucasian;Hispanic / Latino,12/31/17,GA,Female
28.0,Asian,12/27/10,CA,Male
48.0,White / Caucasian,3/4/87,KS,Male
50.0,White / Caucasian,12/8/13,NY,Female
37.0,White / Caucasian,3/14/76,WA,Female
2.0,White / Caucasian,11/6/11,WA,Male
24.0,White / Caucasian,8/24/77,OK,Male
30.0,White / Caucasian;Hispanic / Latino,8/15/09,TX,Male
20.0,White / Caucasian;Hispanic / Latino,3/7/98,AZ,Male
50.0,White / Caucasian,11/10/09,CA,Male
44.0,White / Caucasian,1/25/00,OR,Female
36.0,White / Caucasian,2/9/98,NE,Male
35.0,White / Caucasian,1/1/05,AK,Male
42.0,Black / African American,10/1/99,TN,Female
66.0,White / Caucasian,2/3/16,MD,Female
60.0,White / Caucasian,12/25/15,KY,Male
55.0,White / Caucasian,8/18/14,VT,Male
36.0,White / Caucasian,1/1/78,OR,Female
22.0,White / Caucasian;Hispanic / Latino,3/23/01,OR,Female
18.0,Black / African American,11/19/07,FL,Male
57.0,White / Caucasian,2/19/11,AR,Male
18.0,Black / African American,2/22/10,NC,Female
20.0,White / Caucasian;Hispanic / Latino,7/18/02,MI,Male
15.0,White / Caucasian,7/16/69,OR,Female
3.0,Asian,7/30/03,GA,Female
47.0,White / Caucasian,2/13/78,CA,Female
31.0,White / Caucasian,4/23/84,AZ,Male
38.0,Native American / Alaskan Native,4/1/11,OK,Female
42.0,White / Caucasian,7/21/00,NV,Male
18.0,White / Caucasian,2/28/99,IL,Male
58.0,White / Caucasian,1/23/13,TN,Female
74.0,White / Caucasian,8/28/11,VT,Female
18.0,White / Caucasian,5/24/87,TX,Female
47.0,Black / African American,4/16/73,FL,Male
77.0,White / Caucasian,3/5/83,OR,Male
30.0,Black / African American,4/21/09,MO,Male
34.0,White / Caucasian,10/2/07,FL,Female
21.0,White / Caucasian,4/3/79,IL,Male
38.0,White / Caucasian,9/30/06,OH,Female
34.0,White / Caucasian,5/25/15,TX,Female
13.0,Other,2/4/14,MA,Male
38.0,White / Caucasian,3/1/83,CA,Male
44.0,White / Caucasian,6/1/13,ND,Male
21.0,White / Caucasian,12/2/80,CA,Male
37.0,White / Caucasian,3/1/02,CO,Female
21.0,White / Caucasian,8/20/99,WI,Female
25.0,Hispanic / Latino;Asian,8/4/88,CA,Male
86.0,White / Caucasian,4/13/11,NV,Male
52.0,Asian,5/1/17,WA,Male
23.0,White / Caucasian,4/5/16,NC,Male
27.0,White / Caucasian,1/20/17,IN,Male
22.0,Black / African American,9/26/16,NC,Male
23.0,White / Caucasian,10/13/90,CA,Male
54.0,White / Caucasian,6/12/04,KY,Male
48.0,White / Caucasian,5/16/10,TN,Male
39.0,White / Caucasian,7/28/06,AK,Male
84.0,White / Caucasian,2/20/08,CA,Female
30.0,Black / African American,2/7/94,WV,Male
41.0,White / Caucasian,7/21/03,ME,Male
23.0,White / Caucasian,8/5/76,MO,Female
18.0,White / Caucasian;Hispanic / Latino,8/21/16,TX,Male
22.0,Hispanic / Latino,5/11/15,TX,Male
35.0,White / Caucasian,9/6/91,CA,Male
26.0,White / Caucasian,10/1/59,CA,Female
34.0,White / Caucasian,2/9/15,VA,Female
38.0,White / Caucasian,1/21/15,OH,Female
54.0,White / Caucasian,2/1/14,NY,Male
35.0,Black / African American,2/23/15,TX,Male
33.0,White / Caucasian;Hispanic / Latino,8/17/71,CA,Female
25.0,White / Caucasian,7/10/14,WA,Male
21.0,Asian,1/31/98,CA,Male
22.0,White / Caucasian;Hispanic / Latino,2/22/95,CA,Male
35.0,White / Caucasian,7/10/06,ME,Female
4.0,Asian,7/18/09,GA,Female
26.0,White / Caucasian,5/29/76,MA,Male
57.0,White / Caucasian,3/7/10,WA,Male
39.0,White / Caucasian,11/11/96,NV,Male
39.0,White / Caucasian,12/12/77,CA,Female
59.0,White / Caucasian,11/22/08,WA,Male
76.0,Black / African American,1/14/16,GA,Male
82.0,White / Caucasian,11/6/15,TX,Male
60.0,Native American / Alaskan Native,1/17/16,KS,Male
38.0,White / Caucasian,2/15/96,MI,Male
3.0,Hispanic / Latino,6/6/01,CA,Male
21.0,White / Caucasian,11/5/85,RI,Male
39.0,Other,2/9/18,KY,Male
34.0,White / Caucasian,12/24/02,CA,Male
22.0,Asian,5/15/86,CA,Male
54.0,White / Caucasian,8/3/06,AK,Male
34.0,White / Caucasian,3/10/16,WV,Female
35.0,White / Caucasian;Hispanic / Latino,10/10/94,FL,Male
58.0,White / Caucasian,4/29/15,MD,Male
18.0,Black / African American,12/12/12,MO,Female
39.0,Hispanic / Latino,8/24/15,TX,Male
48.0,White / Caucasian,12/2/14,TN,Female
22.0,Black / African American,2/6/14,IL,Female
38.0,White / Caucasian,5/17/02,TX,Female
45.0,White / Caucasian,10/1/97,MO,Male
53.0,White / Caucasian,7/21/11,IA,Female
67.0,Black / African American,12/11/17,LA,Male
25.0,Black / African American,12/17/17,FL,Male
54.0,White / Caucasian,1/8/18,OH,Male
64.0,White / Caucasian,9/12/92,TX,Male
24.0,White / Caucasian,7/11/17,IL,Male
61.0,White / Caucasian,10/22/17,NY,Female
17.0,Black / African American,3/28/17,CO,Female
23.0,White / Caucasian,3/12/78,TX,Male
50.0,White / Caucasian,3/12/07,PA,Male
41.0,White / Caucasian,6/2/11,WA,Female
28.0,White / Caucasian,2/7/11,OH,Male
42.0,White / Caucasian,1/25/02,OH,Male
57.0,White / Caucasian,7/31/87,CO,Male
22.0,Hispanic / Latino,11/3/86,CA,Female
32.0,White / Caucasian,6/25/11,VA,Male
28.0,White / Caucasian,2/7/17,CA,Male
31.0,White / Caucasian,3/17/17,TX,Female
54.0,White / Caucasian,12/29/14,LA,Male
17.0,Black / African American,1/25/17,FL,Female
34.0,White / Caucasian,10/22/17,SC,Female
22.0,White / Caucasian,2/20/76,FL,Female
76.0,White / Caucasian,9/1/12,AL,Male
20.0,White / Caucasian,2/7/13,CA,Male
75.0,White / Caucasian,11/13/04,OR,Male
37.0,White / Caucasian,8/22/89,FL,Male
34.0,Other,1/1/04,CA,Male
24.0,White / Caucasian,4/27/74,WY,Male
48.0,White / Caucasian,5/23/16,CO,Male
27.0,White / Caucasian,12/3/82,FL,Female
43.0,White / Caucasian,10/1/86,CA,Female
38.0,White / Caucasian,1/2/17,KY,Male
26.0,White / Caucasian;Hispanic / Latino,11/26/99,WA,Male
55.0,White / Caucasian;Hispanic / Latino,6/15/14,TX,Female
18.0,Hispanic / Latino,7/16/11,TX,Male
20.0,White / Caucasian;Hispanic / Latino,6/18/91,CA,Male
31.0,White / Caucasian,12/2/14,OR,Male
56.0,White / Caucasian,11/24/86,OK,Male
54.0,White / Caucasian,4/4/14,WA,Female
56.0,White / Caucasian,11/1/03,KY,Male
49.0,White / Caucasian,5/9/11,NH,Male
46.0,Black / African American,12/12/11,SC,Male
18.0,White / Caucasian,9/30/11,NY,Male
35.0,White / Caucasian,4/29/93,KS,Female
36.0,White / Caucasian,9/3/78,NC,Male
49.0,Black / African American,10/25/10,GA,Female
44.0,White / Caucasian,9/2/97,FL,Male
35.0,White / Caucasian,6/12/00,FL,Female
43.0,White / Caucasian,4/18/05,OH,Female
18.0,White / Caucasian,10/12/81,NJ,Male
35.0,White / Caucasian,5/28/08,NY,Male
43.0,Black / African American,10/1/16,NE,Male
45.0,White / Caucasian;Hispanic / Latino,6/1/08,CA,Female
56.0,White / Caucasian,7/26/17,AK,Male
29.0,White / Caucasian,4/1/86,CA,Male
24.0,Other,12/26/16,TN,Male
30.0,White / Caucasian,11/11/16,MD,Female
31.0,White / Caucasian,12/12/15,KY,Male
60.0,White / Caucasian,11/1/84,CA,Male
23.0,White / Caucasian,1/5/04,KY,Male
32.0,White / Caucasian,2/7/16,PA,Female
6.0,White / Caucasian,5/30/05,AR,Female
24.0,White / Caucasian,10/25/13,VA,Male
27.0,Black / African American,11/22/08,GA,Male
32.0,White / Caucasian,5/30/84,CO,Male
19.0,White / Caucasian,2/16/87,WI,Male
14.0,White / Caucasian,5/29/74,WA,Female
15.0,Black / African American,4/30/12,LA,Female
43.0,Hispanic / Latino,7/21/09,AZ,Female
33.0,Asian,5/1/12,CA,Male
38.0,Native American / Alaskan Native,4/15/82,WI,Male
33.0,White / Caucasian,8/24/80,TX,Female
14.0,White / Caucasian;Hispanic / Latino,7/7/17,MD,Female
17.0,White / Caucasian,11/16/17,OR,Female
45.0,White / Caucasian;Hispanic / Latino,10/1/05,IL,Female
26.0,White / Caucasian,11/21/83,WY,Female
39.0,White / Caucasian,8/1/06,TX,Female
17.0,Hispanic / Latino,2/27/16,GA,Female
51.0,White / Caucasian,1/1/16,NE,Male
28.0,Black / African American,12/2/16,TX,Female
42.0,White / Caucasian,12/9/15,KY,Male
17.0,White / Caucasian,5/11/68,OR,Male
15.0,White / Caucasian,7/18/72,NY,Female
33.0,Black / African American,1/13/13,TN,Male
36.0,White / Caucasian,7/29/93,CA,Female
29.0,White / Caucasian;Hispanic / Latino,9/17/08,TX,Male
30.0,White / Caucasian,4/14/10,IL,Male
35.0,White / Caucasian,1/2/09,MO,Female
42.0,White / Caucasian;Hispanic / Latino,7/8/11,CA,Male
70.0,White / Caucasian,12/30/09,AR,Male
21.0,White / Caucasian;Hispanic / Latino,5/21/99,ME,Male
25.0,White / Caucasian,3/4/08,AK,Female
34.0,White / Caucasian,9/24/99,PA,Female
43.0,White / Caucasian,10/1/17,SC,Male
21.0,White / Caucasian;Hispanic / Latino,12/23/17,UT,Female
46.0,White / Caucasian,11/15/17,WA,Male
22.0,Hispanic / Latino,7/10/11,AZ,Male
28.0,White / Caucasian,3/6/04,GA,Female
53.0,White / Caucasian,7/16/85,KY,Male
35.0,White / Caucasian,12/3/96,OR,Female
28.0,Hispanic / Latino,7/24/10,AZ,Male
33.0,Black / African American,8/6/12,MI,Female
21.0,Hispanic / Latino,7/25/09,AZ,Male
30.0,Hispanic / Latino,8/25/09,AZ,Male
35.0,Hispanic / Latino,3/14/08,TX,Male
19.0,White / Caucasian;Hispanic / Latino,8/23/08,MD,Female
58.0,White / Caucasian,6/9/11,NH,Male
43.0,White / Caucasian,7/10/69,NV,Male
22.0,White / Caucasian,10/3/79,MA,Female
14.0,White / Caucasian,9/13/01,FL,Male
21.0,White / Caucasian,3/1/51,WA,Male
64.0,White / Caucasian,1/24/90,NY,Female
25.0,White / Caucasian,5/21/86,CA,Male
44.0,White / Caucasian,1/1/08,MD,Male
50.0,Black / African American,8/17/17,MO,Male
43.0,White / Caucasian,3/30/17,PA,Female
22.0,White / Caucasian,6/26/89,KS,Female
80.0,White / Caucasian,8/16/93,FL,Female
34.0,Hispanic / Latino,1/18/10,NY,Female
21.0,White / Caucasian,10/18/14,CA,Male
8.0,Other,2/21/12,KS,Female
30.0,White / Caucasian,12/29/14,CA,Male
44.0,White / Caucasian,5/1/03,FL,Female
24.0,Hispanic / Latino;Uncertain,12/5/83,CA,Male
36.0,White / Caucasian,1/1/80,KS,Male
28.0,White / Caucasian,11/26/05,WV,Male
47.0,White / Caucasian,4/28/88,WV,Female
48.0,White / Caucasian,7/1/01,CA,Male
29.0,White / Caucasian,12/25/86,AZ,Male
51.0,White / Caucasian,2/3/00,TX,Female
61.0,White / Caucasian,9/19/17,TX,Male
22.0,White / Caucasian;Hispanic / Latino,6/12/10,AZ,Male
35.0,White / Caucasian;Hispanic / Latino,1/31/08,TX,Male
20.0,White / Caucasian,1/13/69,OR,Male
65.0,White / Caucasian;Hispanic / Latino,11/1/06,FL,Male
20.0,Black / African American,9/6/91,OK,Male
42.0,White / Caucasian;Hispanic / Latino,8/28/98,WA,Male
22.0,White / Caucasian,12/11/74,WA,Female
24.0,White / Caucasian,11/25/81,WA,Male
51.0,White / Caucasian;Hispanic / Latino,6/15/15,TX,Male
19.0,White / Caucasian,5/5/90,FL,Female
38.0,White / Caucasian,3/18/00,WV,Female
22.0,White / Caucasian;Hispanic / Latino,6/4/98,TX,Male
20.0,White / Caucasian,1/1/80,TX,Female
23.0,White / Caucasian;Hispanic / Latino,11/23/15,TX,Male
26.0,White / Caucasian;Hispanic / Latino,6/9/13,TX,Male
37.0,Black / African American,1/8/00,OH,Female
39.0,Native American / Alaskan Native,12/12/14,AZ,Male
43.0,Native American / Alaskan Native,3/13/14,AZ,Male
56.0,White / Caucasian,6/18/91,ME,Male
27.0,Black / African American,9/8/07,TX,Male
17.0,Asian,9/27/17,UT,Male
13.0,White / Caucasian,7/9/17,IL,Male
26.0,Black / African American,10/9/17,IL,Male
27.0,White / Caucasian,10/6/77,CA,Female
31.0,White / Caucasian,3/16/09,NJ,Male
26.0,White / Caucasian,7/7/95,IN,Male
40.0,White / Caucasian,6/6/86,MO,Female
51.0,White / Caucasian,2/16/13,CA,Male
40.0,White / Caucasian,8/28/04,WA,Female
50.0,White / Caucasian;Hispanic / Latino,9/6/02,FL,Male
89.0,Black / African American,3/14/13,FL,Male
65.0,White / Caucasian,2/9/13,NJ,Male
